tanggal,ulasan,sentimen
2026-04-07,Sangat puas dengan keramahan dan senyum para staf PMI Cirebon.,Positif
2026-04-07,Semuanya wajar sesuai standar pelayanan.,Netral
2026-04-08,Sangat responsif melayani keluhan dan kebutuhan pendonor.,Positif
2026-04-08,Sangat terorganisir dengan rapi dari awal kedatangan sampai pulang.,Positif
2026-04-09,Petugas di loket depan kurang ramah saat menjawab pertanyaan.,Negatif
2026-04-09,Bed donor selalu dibersihkan setiap kali berganti orang. Sangat steril.,Positif
2026-04-10,Layanan 24 jam sangat membantu kami yang baru pulang kerja malam.,Positif
2026-04-10,Pelayanan cukup untuk kebutuhan donor rutin.,Netral
2026-04-10,Sangat salut dengan dedikasi para tenaga kesehatan di PMI.,Positif
2026-04-11,Kinerja loket parah karena antrean panjang tidak terkendali.,Negatif
2026-04-11,Cepat tanggap saat saya merasa agak pusing setelah diambil darah.,Positif
2026-04-12,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif
2026-04-12,Saya merasa sangat dihargai sebagai pendonor oleh petugas medis.,Positif
2026-04-13,"Proses normal, tidak terlalu berbeda dari sebelumnya.",Netral
2026-04-13,Kapas dan plester ditutup dengan sangat rapi dan darah berhenti total.,Positif
2026-04-14,Panggilan nomor antrean suaranya kurang jelas dari ruang tunggu luar.,Negatif
2026-04-14,Fasilitasnya sangat mendukung kenyamanan pengunjung yang datang.,Positif
2026-04-15,Sangat cepat dan petugas lab-nya cekatan. Layanannya berkelas.,Positif
2026-04-15,Pelayanan memuaskan dan perawatnya murah senyum semua.,Positif
2026-04-15,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral
2026-04-16,Petugas dengan sigap membantu mengambilkan air minum hangat.,Positif
2026-04-16,Sangat merekomendasikan tempat ini bagi yang ingin rutin berdonor.,Positif
2026-04-17,Toilet kotor dan basah tolong petugas *cleaning service* lebih sigap.,Negatif
2026-04-17,Pelayanan dari ujung ke ujung sangat sopan dan beretika tinggi.,Positif
2026-04-18,Sangat efisien prosesnya tidak membuang waktu libur saya.,Positif
2026-04-18,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral
2026-04-19,Apresiasi untuk satpam yang sangat membantu mengarahkan parkir.,Positif
2026-04-19,Banyak edukasi menarik yang tertempel rapi di ruang tunggu.,Positif
2026-04-20,Semakin hari pelayanannya makin bagus dan ditunjang alat modern.,Positif
2026-04-20,Sistem komputer error jadi proses pendaftaran manual dan lama.,Negatif
2026-04-20,Sangat memuaskan antrean tertib dan kursi tunggunya empuk.,Positif
2026-04-21,Standar kesehatan terjaga dengan baik. Kunjungan rutin berjalan mulus.,Netral
2026-04-21,Petugas handal sekali vena saya yang tersembunyi bisa langsung ketemu.,Positif
2026-04-22,Sangat apresiasi kebersihan musala yang tersedia di lobi.,Positif
2026-04-22,Layanan prima. Fasilitas gedung baru ini memberikan kenyamanan ekstra.,Positif
2026-04-23,Pelayanan jelek dan petugas lambat menangani antrean.,Negatif
2026-04-23,Pengalaman donor darah yang menyenangkan. Akan terus donor di sini.,Positif
2026-04-24,Donor rutin lancar tanpa kendala. Tidak ada masalah berarti.,Netral
2026-04-24,Sangat puas dengan pelayanan yang cepat dan tepat sasaran.,Positif
2026-04-25,Ruangan pelayanan terasa sangat higienis bebas dari debu.,Positif
2026-04-25,Suka dengan sistem antrean yang sudah menggunakan teknologi canggih.,Positif
2026-04-25,Tolong sediakan lebih banyak tempat sampah di area luar gedung.,Negatif
2026-04-26,Satpam sangat cepat tanggap memberikan arahan bagi kendaraan.,Positif
2026-04-26,Proses observasi pasca donor sangat diperhatikan dengan baik.,Positif
2026-04-27,Selesai donor tepat waktu tidak ada hal yang istimewa.,Netral
2026-04-27,Fasilitas top dan kualitas pelayanan sangat memuaskan.,Positif
2026-04-28,Dokter sangat teliti memeriksa tekanan darah dan riwayat obat.,Positif
2026-04-28,Ruangan agak berisik karena petugas saling mengobrol dengan keras.,Negatif
2026-04-29,Pelayanan di hari libur tetap maksimal dan penuh semangat.,Positif
2026-04-29,Sangat menghargai pelayanan petugas hari ini. Mantap sekali.,Positif
2026-04-30,Prosedur standar dan berjalan sesuai antrean.,Netral
2026-04-30,Fasilitasnya top dan kualitas layanannya memang sangat teruji.,Positif
2026-05-01,Pelayanan awal bulan Mei yang sangat cepat dan memuaskan hati.,Positif
2026-05-01,"Pelayanannya juara, top, dan recommended untuk donor rutin.",Positif
2026-05-02,Biasa saja layaknya pelayanan instansi publik pada umumnya.,Netral
2026-05-02,Petugas pendaftaran salah menginput golongan darah saya di form pendaftaran. Tolong perhatikan karena ini sangat fatal jika ditransfusikan!,Negatif
2026-05-03,Sangat terkesan dengan fasilitas gedung yang rapi dan kekinian.,Positif
2026-05-03,Alat-alat medis yang digunakan selalu ditunjukkan segelnya masih utuh.,Positif
2026-05-04,Sangat cepat daftar via mesin antrean mandiri sangat efisien.,Positif
2026-05-04,Petugas kurang ramah dan terlihat kelelahan saat melayani antrean.,Negatif
2026-05-05,Mendonorkan darah jadi rutinitas yang menyenangkan berkat staf PMI.,Positif
2026-05-05,Kunjungan yang lancar tanpa ada hambatan operasional sama sekali.,Netral
2026-05-05,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif
2026-05-06,Sangat terbantu dengan informasi ketersediaan darah di ruang lobi.,Positif
2026-05-06,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral
2026-05-07,"Kondisi ruang tunggu jelek, kotor, dan tidak nyaman.",Negatif
2026-05-07,Layanannya sangat berkelas dan profesional setara rumah sakit.,Positif
2026-05-08,Sangat edukatif banyak *banner* informasi kesehatan yang berguna.,Positif
2026-05-08,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2026-05-09,Pelayanannya cepat jadi saya bisa langsung kembali beraktivitas.,Positif
2026-05-09,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral
2026-05-10,Ruangan sangat bersih bebas dari debu dan lantainya mengkilap.,Positif
2026-05-10,Parkiran motor ditata berantakan sehingga sulit mengeluarkan motor.,Negatif
2026-05-10,Dokter jaga selalu siaga melayani konsultasi kesehatan saya.,Positif
2026-05-11,Sangat mudah proses pendaftarannya tidak membingungkan sama sekali.,Positif
2026-05-11,Antrean tertib dan kursi ruang tunggunya sangat memadai.,Positif
2026-05-12,Selesai donor tepat waktu tidak ada yang terlalu spesial.,Netral
2026-05-12,Kapas dan plester ditutup dengan sangat rapi dan darah tidak rembes.,Positif
2026-05-13,Fasilitas buruk dan kondisi ruangan parah sekali.,Negatif
2026-05-13,Petugas cepat tanggap menangani pendonor yang terlihat pucat.,Positif
2026-05-14,Pelayanan memuaskan dari waktu ke waktu terus meningkat pesat.,Positif
2026-05-14,Ruangan observasi sangat nyaman dilengkapi televisi hiburan.,Positif
2026-05-15,Perawat sangat sopan dan selalu meminta izin sebelum menyuntik.,Positif
2026-05-15,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral
2026-05-15,Sangat terorganisir antreannya dari mulai daftar sampai ambil suvenir.,Positif
2026-05-16,Petugas di loket pendaftaran sibuk main HP sehingga lambat merespons.,Negatif
2026-05-16,Sangat terbantu dengan panduan alur donor yang dipasang di dinding.,Positif
2026-05-17,Toilet dan musala sangat bersih serta terawat dengan sangat baik.,Positif
2026-05-17,Vena saya yang kecil bisa langsung ditemukan oleh perawat tanpa kendala.,Positif
2026-05-18,Terima kasih atas keramahan seluruh staf yang bertugas melayani hari ini.,Positif
2026-05-18,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral
2026-05-19,Sangat efisien dari loket daftar sampai ruang observasi pemulihan.,Positif
2026-05-19,Pelayanan tidak profesional dan antrean panjang dibiarkan.,Negatif
2026-05-20,Proses cek tekanan darah dilakukan dengan alat modern yang akurat.,Positif
2026-05-20,Mantap pelayanannya sangat prima dan memanjakan para pendonor.,Positif
2026-05-21,Pelayanan PMI 24 jam sangat membantu warga dalam kondisi darurat.,Positif
2026-05-21,Semuanya biasa saja berjalan sesuai nomor antrean pendaftaran.,Netral
2026-05-22,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang aman.,Positif
2026-05-22,Penanganan pasca donor sangat diperhatikan dengan detail oleh perawat.,Positif
2026-05-23,Ada lalat di area ruang tunggu tolong kebersihannya lebih dijaga.,Negatif
2026-05-23,Sangat salut dengan dedikasi para petugas kesehatan di sini.,Positif
2026-05-24,Sistem komputerisasi membuat pencarian *database* jadi sangat singkat.,Positif
2026-05-24,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif
2026-05-25,Suasana ruangan tenang dan tidak berisik bikin rileks pikiran.,Positif
2026-05-25,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral
2026-05-26,Pelayanan petugas lab sangat cepat dan hasilnya memuaskan.,Positif
2026-05-26,Petugas kasar ketika menjelaskan aturan kepada pendonor.,Negatif
2026-05-27,Bingkisan snack sangat memulihkan tenaga sehabis diambil darah.,Positif
2026-05-27,Sangat apresiasi kebersihan area bed donor yang disterilkan ulang.,Positif
2026-05-28,Standar layanan sudah sangat bagus. Tidak ada keluhan.,Netral
2026-05-28,Sangat responsif menjawab pertanyaan saya mengenai kesehatan.,Positif
2026-05-29,Hasil pelayanan sangat memuaskan dan alurnya jelas.,Positif
2026-05-29,Sangat senang dengan keramahan security yang menyambut di depan.,Positif
2026-05-30,Tidak ada masalah prosedur dijalankan dengan sangat tertib.,Netral
2026-05-30,Saya sangat puas bisa rutin membantu sesama lewat PMI ini.,Positif
2026-05-31,Tenaga medis sangat telaten merawat pendonor yang sempat lemas.,Positif
2026-05-31,Terima kasih sudah memberikan pelayanan kesehatan yang jempolan.,Positif
2026-06-01,Mengawali bulan Juni dengan layanan donor yang sangat ramah.,Positif
2026-06-01,Petugas medis sangat cekatan dan profesional dalam mencari pembuluh darah.,Positif
2026-06-02,Lengan saya bengkak membiru karena perawat menusuk berulang kali dan gagal menemukan vena. Tolong evaluasi kompetensi petugas pengambil darah!,Negatif
2026-06-02,Saya rutin donor di sini. Biasa saja dan standar UDD.,Netral
2026-06-03,Gedung bersih dan fasilitas sangat nyaman untuk pengunjung.,Positif
2026-06-03,Tempat ini keren dan recommended untuk pendonor baru.,Positif
2026-06-04,Datang untuk donor darah rutin proses berjalan standar.,Netral
2026-06-04,Petugas kasar dan tidak profesional saat menjawab pertanyaan.,Negatif
2026-06-04,Petugas sangat ramah dan sabar melayani pendonor lansia.,Positif
2026-06-05,Ruang tunggu sangat nyaman dan banyak kursi empuk.,Positif
2026-06-05,Prosedur berjalan normal tidak ada kendala berarti hari ini.,Netral
2026-06-06,Dokter screening memberikan penjelasan kesehatan yang sangat mendetail.,Positif
2026-06-06,Sangat efisien tidak butuh waktu lama untuk selesai mendonorkan darah.,Positif
2026-06-07,Sangat lambat pergerakan antreannya petugasnya asyik mengobrol.,Negatif
2026-06-07,Selalu senang berdonor di sini karena layanannya bintang lima.,Positif
2026-06-08,Sistem antrean online sangat memudahkan pendaftaran dari rumah.,Positif
2026-06-08,Petugas sigap membantu mengambilkan air minum setelah saya merasa lemah.,Positif
2026-06-09,Rutinitas donor berjalan dengan lancar tanpa hambatan apapun.,Netral
2026-06-09,Suvenir tas yang diberikan sangat bermanfaat. Terima kasih PMI.,Positif
2026-06-09,Hasil cek HB lab keluar sangat cepat tidak perlu menunggu lama.,Positif
2026-06-10,Suasana ruangan tenang sangat mendukung kenyamanan mental pendonor.,Positif
2026-06-10,Lantai koridor licin sehabis dipel tidak ada tanda peringatan bahaya.,Negatif
2026-06-11,Aplikasi pendaftaran donor sangat membantu jadi tidak perlu lama mengantre.,Positif
2026-06-11,Segel jarum dibuka tepat di depan mata saya. Sangat terjamin steril.,Positif
2026-06-12,Semuanya biasa saja berjalan sesuai dengan standar yang ada.,Netral
2026-06-12,Sistem komputer yang baru membuat proses jauh lebih ngebut.,Positif
2026-06-13,Sangat bangga bisa donor di PMI Cirebon yang fasilitasnya hebat.,Positif
2026-06-13,Fasilitas bagus dan pelayanan donor terasa juara.,Positif
2026-06-14,Antrean panjang membuat pelayanan menjadi sangat lambat.,Negatif
2026-06-14,Sangat merekomendasikan PMI Cirebon untuk teman-teman di kantor.,Positif
2026-06-14,Pelayanan sampai malam hari sangat menolong warga yang sibuk.,Positif
2026-06-15,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral
2026-06-15,Pelayanannya mantap sangat prima dan menghargai para pendonor.,Positif
2026-06-16,Proses tensi darah cepat dan alat yang digunakan canggih.,Positif
2026-06-16,Sangat efisien dari loket daftar sampai ruang observasi.,Positif
2026-06-17,"Petugas tidak ramah, bahkan terkesan sombong kepada pendonor.",Negatif
2026-06-17,Saya puas dengan pelayanan yang mantap dan teratur.,Positif
2026-06-18,Jarum langsung masuk pas ke pembuluh darah karena perawatnya jago.,Positif
2026-06-18,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral
2026-06-19,Toilet pendonor wangi bersih dan sabun cuci tangan selalu tersedia.,Positif
2026-06-19,Sangat terbantu dengan panduan alur donor yang jelas di lokasi.,Positif
2026-06-20,Stok kantong darah jenis apheresis sedang kosong sayang sekali.,Negatif
2026-06-20,Sangat terorganisir antreannya tidak membingungkan sama sekali.,Positif
2026-06-21,Ruangan pemulihan nyaman dilengkapi televisi untuk hiburan relaksasi.,Positif
2026-06-21,Pelayanan memuaskan dari waktu ke waktu terus konsisten baik.,Positif
2026-06-22,Layanan standar dengan kondisi ruangan yang wajar.,Netral
2026-06-22,Petugas tanggap memberikan arahan bagi pendonor yang baru pertama kali.,Positif
2026-06-23,Sangat puas mendonorkan darah secara rutin di tempat yang higienis ini.,Positif
2026-06-23,Sangat mudah proses pendaftarannya apalagi sekarang pakai layar sentuh.,Positif
2026-06-24,AC di dekat bed donor terlalu dingin hingga saya menggigil.,Negatif
2026-06-24,Dokter jaga selalu siaga menjawab pertanyaan konsultasi kesehatan saya.,Positif
2026-06-24,Ruangan sangat bersih bebas dari debu dan kuman.,Positif
2026-06-25,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral
2026-06-25,Pelayanannya cepat jadi bisa manfaatkan jam istirahat siang.,Positif
2026-06-26,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2026-06-26,Sangat edukatif banyak *banner* informasi gizi yang berguna di lobi.,Positif
2026-06-27,Saya merasa kurang diperhatikan saat istirahat pasca donor.,Negatif
2026-06-27,Layanannya sangat berkelas dan profesional setara rumah sakit besar.,Positif
2026-06-28,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral
2026-06-28,Sangat terbantu dengan aplikasi informasi stok darah yang akurat.,Positif
2026-06-29,Kondisi ruangan wajar dan proses berjalan normal.,Netral
2026-06-29,"Pelayanan bagus sekali, petugas profesional dan komunikatif.",Positif
2026-06-30,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif
2026-06-30,Sangat terorganisir alur antreannya dari masuk sampai keluar ruangan.,Positif
2026-06-30,Pelayanan cepat saya sangat merekomendasikan tempat ini.,Positif
2026-06-30,Penanganan paska donor sangat diperhatikan dengan teliti.,Positif
2026-06-30,Saya merekomendasikan PMI karena pelayanannya top.,Positif
2026-06-30,PMI Cirebon sukses selalu melayani masyarakat dengan prima.,Positif
2026-06-30,Saya donor setiap tiga bulan sekali sejauh ini layanannya standar saja.,Netral
2026-06-30,Saya selalu merasa dihargai sebagai pahlawan kemanusiaan oleh staf di sini.,Positif
2026-06-30,Terus tingkatkan mutu pelayanan donor darah untuk masyarakat.,Positif
2026-06-30,PMI memberikan pengalaman donor yang luar biasa baik.,Positif
2026-04-05,Layanan prima dan tenaga medisnya sangat profesional.,Positif
2026-04-12,Pelayanan donor darah reguler tanpa kendala berarti.,Netral
2026-04-20,Ruang observasi sangat nyaman untuk pemulihan pasca donor.,Positif
2026-05-02,Sangat cepat dan efisien pelayanannya mantap PMI.,Positif
2026-05-10,Petugas sigap melayani pendonor yang baru pertama kali datang.,Positif
2026-05-18,Agak lama menunggu giliran dipanggil ke bed donor hari ini.,Negatif
2026-05-25,Terima kasih atas pelayanan yang luar biasa baik dari staf.,Positif
2026-06-05,AC di ruang tunggu sangat dingin dan nyaman sekali.,Positif
2026-06-10,Prosedur standar dijalankan dengan sangat tertib oleh petugas.,Netral
2026-06-15,"Suasana nyaman, fasilitas keren, dan pelayanan bagus.",Positif
2026-06-20,"Ruang tunggu bau, kotor, dan tidak nyaman bagi pendonor.",Negatif
2026-06-25,Fasilitas lengkap dan sangat memadai untuk pendonor.,Positif
